	word	gold	gru pred	earlyBoundary	lateBoundary	missedBoundary	addedBoundary	totalErrors
228	bie	b/1 i/0 e/0 r/0	b/1 i/0 E/1 r/0	0	0	0	1	1
229	atmospheric	a/1 t/0 m/1 o/0 s/0 p/1 h/0 e/0 r/0 i/1 c/0	a/1 t/0 m/1 o/0 S/1 P/0 h/0 e/0 r/0 i/1 c/0	1	0	0	0	1
230	psychotherapist	p/1 s/0 y/0 c/1 h/0 o/0 t/1 h/0 e/0 r/0 a/1 p/1 i/0 s/0 t/0	p/1 s/0 y/0 c/1 h/0 o/0 T/0 h/0 E/1 r/0 a/1 p/1 i/0 s/0 t/0	0	0	1	0	1
231	ebt	/1 e/0 b/0 t/0 o/1 r/0	/1 e/0 b/0 T/1 O/0 r/0	1	0	0	0	1
232	phenotype	p/1 h/0 e/0 n/1 o/0 t/1 y/0 p/0 e/0	p/1 h/0 e/0 N/0 O/1 t/1 y/0 p/0 e/0	0	1	0	0	1
233	hirsute	h/1 i/0 r/0 s/1 u/0 t/0 e/0	h/1 i/0 r/0 S/0 U/1 t/0 e/0	0	1	0	0	1
234	equivalently	e/1 q/1 u/0 i/0 v/0 a/1 l/1 e/0 n/0 t/0 l/1 y/0	/1 Q/0 U/1 i/0 v/0 a/1 l/1 e/0 n/0 t/0 l/1 y/0	1	0	0	0	1
235	typist	t/1 y/0 p/0 i/1 s/0 t/0	t/1 y/0 P/1 i/1 s/0 t/0	0	0	0	1	1
236	privacy	p/1 r/0 i/0 v/1 a/0 c/1 y/0	p/1 r/0 i/0 V/0 A/1 c/1 y/0	0	1	0	0	1
237	sarcoma	s/1 a/0 r/0 c/1 o/0 m/1 a/0	s/1 a/0 r/0 c/1 o/0 m/1 A/1	0	0	0	1	1
238	armament	a/1 r/0 m/1 a/0 m/1 e/0 n/0 t/0	a/1 r/0 M/0 A/1 m/1 e/0 n/0 t/0	0	1	0	0	1
239	paves	p/1 a/0 v/1 e/0 s/0	p/1 a/0 V/0 e/0 s/0	0	0	1	0	1
240	audible	a/1 u/0 d/1 i/0 b/1 l/0 e/0	a/1 u/0 D/0 I/1 b/1 l/0 e/0	0	1	0	0	1
241	spiral	s/1 p/0 i/0 r/0 a/1 l/0	s/1 p/0 i/0 R/1 A/0 l/0	1	0	0	0	1
242	eposition	r/1 e/0 p/1 o/0 s/1 i/0 t/1 i/0 o/0 n/0	/1 e/0 P/0 O/1 s/1 i/0 t/1 i/0 o/0 n/0	0	1	0	0	1
243	shamanism	s/1 h/0 a/0 m/1 a/0 n/0 i/1 s/0 m/0	s/1 h/0 a/0 M/0 A/1 n/0 i/1 s/0 m/0	0	1	0	0	1
244	premature	p/1 r/0 e/0 m/0 a/1 t/1 u/0 r/0 e/0	p/1 r/0 e/0 M/1 A/0 t/1 u/0 r/0 e/0	1	0	0	0	1
245	choral	c/1 h/0 o/0 r/1 a/0 l/0	c/1 h/0 o/0 R/0 A/1 l/0	0	1	0	0	1
246	isle	i/1 s/0 l/0 e/0	i/1 S/1 l/0 e/0	0	0	0	1	1
247	eputable	r/1 e/0 p/0 u/1 t/1 a/0 b/1 l/0 e/0	/1 e/0 P/1 U/0 T/0 A/1 b/1 l/0 e/0	1	1	0	0	2
248	eissue	r/1 e/0 i/1 s/0 s/1 u/0 e/0	/1 e/0 I/0 s/0 s/1 u/0 e/0	0	0	1	0	1
249	blasphemy	b/1 l/0 a/0 s/0 p/1 h/0 e/0 m/1 y/0	b/1 l/0 a/0 s/0 p/1 h/0 e/0 M/0 Y/1	0	1	0	0	1
250	agave	a/1 g/1 a/0 v/1 e/0	a/1 g/1 a/0 V/0 e/0	0	0	1	0	1
251	coincide	c/1 o/0 i/1 n/0 c/1 i/0 d/0 e/1 d/0	c/1 o/0 I/0 n/0 c/1 i/0 d/0 e/1 d/0	0	0	1	0	1
252	panie	p/1 a/0 n/0 i/1 e/0 r/0	p/1 a/0 n/0 i/1 E/1 r/0	0	0	0	1	1
253	mammalian	m/1 a/0 m/0 m/1 a/0 l/1 i/0 a/1 n/0	m/1 a/0 m/0 m/1 a/0 l/1 I/1 a/1 n/0	0	0	0	1	1
254	elaxation	r/1 e/0 l/1 a/0 x/0 a/1 t/1 i/0 o/0 n/0	/1 e/0 L/0 A/1 X/1 a/1 t/1 i/0 o/0 n/0	0	1	0	1	2
255	cuesta	c/1 u/0 e/0 s/0 t/1 a/0	c/1 u/0 E/1 s/0 t/1 a/0	0	0	0	1	1
256	biogeography	b/1 i/0 o/1 g/1 e/0 o/1 g/0 r/1 a/0 p/1 h/0 y/0	b/1 i/0 o/1 g/1 e/0 O/0 g/0 r/1 a/0 p/1 h/0 y/0	0	0	1	0	1
257	intertidal	i/1 n/0 t/1 e/0 r/0 t/1 i/0 d/0 a/1 l/0	i/1 n/0 t/1 e/0 r/0 t/1 i/0 D/1 A/0 l/0	1	0	0	0	1
258	cement	c/1 e/0 m/1 e/0 n/0 t/0	c/1 e/0 M/0 E/1 n/0 t/0	0	1	0	0	1
259	peculiarly	p/1 e/0 c/1 u/0 l/1 i/0 a/0 r/0 l/1 y/0	p/1 e/0 c/1 u/0 l/1 i/0 A/1 r/0 l/1 y/0	0	0	0	1	1
260	finde	f/1 i/0 n/0 d/0 e/1 r/0	f/1 i/0 n/0 D/1 E/0 r/0	1	0	0	0	1
261	jazzy	j/1 a/0 z/0 z/0 y/1	j/1 a/0 z/0 Z/1 Y/0	1	0	0	0	1
262	atelie	a/1 t/0 e/1 l/0 i/1 e/0 r/0	a/1 t/0 E/0 L/1 I/0 E/1 r/0	1	1	0	0	2
263	thorium	t/1 h/0 o/0 r/1 i/0 u/1 m/0	t/1 h/0 o/0 r/1 I/1 u/1 m/0	0	0	0	1	1
264	emuneration	r/1 e/0 m/1 u/0 n/1 e/0 r/0 a/1 t/1 i/0 o/0 n/0	/1 e/0 m/1 u/0 N/0 E/1 r/0 a/1 t/1 i/0 o/0 n/0	0	1	0	0	1
265	ei	w/1 e/0 i/0 r/0 d/0 o/1	w/1 e/0 i/0 r/0 D/1 O/0	1	0	0	0	1
266	embolism	e/1 m/0 b/1 o/0 l/1 i/0 s/0 m/0	/1 m/0 b/1 o/0 L/0 I/1 s/0 m/0	0	1	0	0	1
267	elastome	e/1 l/1 a/0 s/0 t/1 o/0 m/1 e/0 r/0	/1 l/1 a/0 s/0 t/1 o/0 M/0 E/1 r/0	0	1	0	0	1
268	monotonous	m/1 o/0 n/1 o/0 t/0 o/1 n/1 o/0 u/0 s/0	m/1 o/0 n/1 O/1 T/1 O/0 n/1 o/0 u/0 s/0	1	0	0	1	2
269	papyrus	p/1 a/0 p/1 y/0 r/1 u/0 s/0	p/1 a/0 P/0 Y/1 r/1 u/0 s/0	0	1	0	0	1
270	hakeem	h/1 a/0 k/1 e/0 e/0 m/0	h/1 a/0 K/0 E/1 e/0 m/0	0	1	0	0	1
271	traversal	t/1 r/0 a/0 v/1 e/0 r/0 s/0 a/1 l/0	t/1 r/0 a/0 V/0 E/1 r/0 S/1 A/0 l/0	1	1	0	0	2
272	groceries	g/1 r/0 o/0 c/1 e/0 r/0 i/1 e/0 s/0	g/1 r/0 o/0 C/0 E/1 r/0 i/1 e/0 s/0	0	1	0	0	1
273	campanile	c/1 a/0 m/0 p/1 a/0 n/1 i/0 l/1 e/0	c/1 a/0 m/0 p/1 a/0 n/1 i/0 L/0 e/0	0	0	1	0	1
274	igitizing	/1 i/0 g/0 i/1 t/1 i/0 z/0 i/1 n/0 g/0	/1 i/0 g/0 i/1 t/1 I/1 z/0 i/1 n/0 g/0	0	0	0	1	1
275	saviou	s/1 a/0 v/0 i/1 o/0 u/0 r/0	s/1 a/0 V/1 I/0 o/0 u/0 r/0	1	0	0	0	1
276	fluidity	f/1 l/0 u/0 i/1 d/0 i/1 t/1 y/0	f/1 l/0 u/0 I/0 d/0 i/1 t/1 y/0	0	0	1	0	1
277	secretory	s/1 e/0 c/1 r/0 e/0 t/1 o/0 r/1 y/0	s/1 e/0 C/0 R/1 e/0 t/1 o/0 r/1 y/0	0	1	0	0	1
278	beachcombe	b/1 e/0 a/0 c/0 h/0 c/1 o/0 m/0 b/0 e/1 r/0	b/1 e/0 a/0 c/0 h/0 c/1 o/0 m/0 B/1 E/0 r/0	1	0	0	0	1
279	hostage	h/1 o/0 s/0 t/1 a/0 g/0 e/0	h/1 o/0 s/0 T/0 A/1 g/0 e/0	0	1	0	0	1
280	guardian	g/1 u/0 a/0 r/0 d/0 i/1 a/1 n/0	g/1 u/0 a/0 r/0 D/1 I/0 a/1 n/0	1	0	0	0	1
281	iminutive	/1 i/0 m/1 i/0 n/0 u/1 t/1 i/0 v/0 e/0	/1 i/0 M/0 I/1 N/1 U/0 t/1 i/0 v/0 e/0	1	1	0	0	2
282	clumsy	c/1 l/0 u/0 m/0 s/1 y/0	c/1 l/0 u/0 m/0 S/0 Y/1	0	1	0	0	1
283	phenomena	p/1 h/0 e/0 n/1 o/0 m/0 e/1 n/1 a/0	p/1 h/0 e/0 n/1 o/0 M/1 E/0 n/1 a/0	1	0	0	0	1
284	curative	c/1 u/0 r/0 a/1 t/1 i/0 v/0 e/0	c/1 u/0 R/1 A/0 t/1 i/0 v/0 e/0	1	0	0	0	1
285	unusable	u/1 n/0 u/1 s/0 a/1 b/1 l/0 e/0	u/1 n/0 u/1 S/1 A/0 b/1 l/0 e/0	1	0	0	0	1
286	pyrami	p/1 y/0 r/0 a/1 m/1 i/0 d/0	p/1 y/0 R/1 A/0 M/0 I/1 d/0	1	1	0	0	2
287	folic	f/1 o/0 l/1 i/0 c/0	f/1 o/0 L/0 I/1 c/0	0	1	0	0	1
288	synaptic	s/1 y/0 n/0 a/1 p/0 t/1 i/0 c/0	s/1 y/0 N/1 a/1 p/0 t/1 i/0 c/0	0	0	0	1	1
289	express	e/1 x/0 p/1 r/0 e/0 s/0 s/0 o/1	/1 x/0 p/1 r/0 e/0 s/0 S/1 O/0	1	0	0	0	1
290	impedance	i/1 m/0 p/1 e/0 d/0 a/1 n/0 c/0 e/0	i/1 m/0 p/1 e/0 D/1 A/0 n/0 c/0 e/0	1	0	0	0	1
291	lichen	/1 i/0 c/1 h/0 e/0 n/0	l/1 i/0 C/0 h/0 E/1 n/0	0	0	1	0	1
292	chamois	c/1 h/0 a/0 m/0 o/1 i/0 s/0	c/1 h/0 a/0 M/1 O/0 i/0 s/0	1	0	0	0	1
293	igan	w/1 i/0 g/0 a/1 n/0	w/1 i/0 G/1 A/0 n/0	1	0	0	0	1
294	stylistic	s/1 t/0 y/0 l/1 i/0 s/0 t/1 i/0 c/0	s/1 t/0 y/0 L/0 I/1 s/0 t/1 i/0 c/0	0	1	0	0	1
295	seashell	s/1 e/0 a/0 s/1 h/0 e/0 l/0 l/0	s/1 e/0 a/0 S/0 h/0 E/1 l/0 l/0	0	0	1	0	1
296	ecognizable	r/1 e/0 c/0 o/1 g/0 n/1 i/0 z/0 a/1 b/1 l/0 e/0	/1 e/0 C/1 O/0 g/0 n/1 i/0 Z/1 A/0 b/1 l/0 e/0	2	0	0	0	2
297	peruse	p/1 e/0 r/1 u/0 s/0 e/0	p/1 e/0 R/0 U/1 s/0 e/0	0	1	0	0	1
298	camellia	c/1 a/0 m/1 e/0 l/0 l/1 i/0 a/0	c/1 a/0 m/1 e/0 l/0 l/1 i/0 A/1	0	0	0	1	1
299	foetus	f/1 o/0 e/0 t/1 u/0 s/0	f/1 o/0 E/1 t/1 u/0 s/0	0	0	0	1	1
300	aders	w/1 a/0 d/0 e/1 r/0 s/0	w/1 a/0 D/1 E/0 r/0 s/0	1	0	0	0	1
301	pampe	p/1 a/0 m/0 p/1 e/0 r/0	p/1 a/0 m/0 p/1 E/1 r/0	0	0	0	1	1
302	larde	/1 a/0 r/0 d/1 e/0 r/0	l/1 a/0 r/0 D/0 E/1 r/0	0	1	0	0	1
303	metabolism	m/1 e/0 t/1 a/0 b/0 o/1 l/1 i/0 s/0 m/0	m/1 e/0 T/0 A/1 B/1 O/0 L/0 I/1 s/0 m/0	1	2	0	0	3
304	licensing	/1 i/0 c/1 e/0 n/0 s/0 i/1 n/0 g/0	l/1 i/0 c/1 e/0 n/0 S/1 I/0 n/0 g/0	1	0	0	0	1
305	coincident	c/1 o/0 i/1 n/0 c/1 i/0 d/1 e/0 n/0 t/0	c/1 o/0 I/0 n/0 c/1 i/0 d/1 e/0 n/0 t/0	0	0	1	0	1
306	maharaja	m/1 a/0 h/1 a/0 r/1 a/0 j/1 a/0	m/1 a/0 h/1 a/0 R/0 A/1 j/1 a/0	0	1	0	0	1
307	neithe	n/1 e/0 i/0 t/1 h/0 e/0 r/0	n/1 e/0 i/0 T/0 h/0 E/1 r/0	0	0	1	0	1
308	flatiron	f/1 l/0 a/0 t/0 i/1 r/1 o/0 n/0	f/1 l/0 a/0 T/1 I/0 r/1 o/0 n/0	1	0	0	0	1
309	transitory	t/1 r/0 a/0 n/0 s/1 i/0 t/1 o/0 r/1 y/0	t/1 r/0 a/0 n/0 s/1 i/0 t/1 o/0 r/1 Y/1	0	0	0	1	1
310	aman	/1 a/0 m/0 a/1 n/0	/1 a/0 M/1 A/0 n/0	1	0	0	0	1
311	ligan	/1 i/0 g/0 a/1 n/0 d/0	l/1 i/0 G/1 A/0 n/0 d/0	1	0	0	0	1
312	newsprint	n/1 e/0 w/0 s/0 p/1 r/0 i/0 n/0 t/0	n/1 e/0 w/0 S/1 P/0 r/0 i/0 n/0 t/0	1	0	0	0	1
313	molestation	m/1 o/0 l/1 e/0 s/0 t/1 a/0 t/1 i/0 o/0 n/0	m/1 o/0 L/0 E/1 S/1 T/0 A/1 t/1 i/0 o/0 n/0	1	1	0	1	3
314	fedora	f/1 e/0 d/1 o/0 r/1 a/0	f/1 e/0 D/0 O/1 r/1 a/0	0	1	0	0	1
315	pullove	p/1 u/0 l/0 l/0 o/1 v/1 e/0 r/0	p/1 u/0 l/0 L/1 O/0 v/1 E/1 r/0	1	0	0	1	2
316	ascribe	a/1 s/0 c/1 r/0 i/0 b/0 e/0	a/1 S/1 c/1 r/0 i/0 b/0 e/0	0	0	0	1	1
317	prestigious	p/1 r/0 e/0 s/0 t/1 i/0 g/0 i/1 o/0 u/0 s/0	p/1 r/0 e/0 s/0 t/1 i/0 G/1 I/0 o/0 u/0 s/0	1	0	0	0	1
318	lire	/1 i/0 r/1 e/0	l/1 i/0 R/0 e/0	0	0	1	0	1
319	multidimensional	m/1 u/0 l/0 t/1 i/0 d/1 i/0 m/1 e/0 n/0 s/1 i/0 o/0 n/0 a/1 l/0	m/1 u/0 l/0 t/1 i/0 D/0 I/1 m/1 e/0 n/0 s/1 i/0 o/0 n/0 a/1 l/0	0	1	0	0	1
320	uniformity	u/1 n/1 i/0 f/1 o/0 r/0 m/0 i/1 t/1 y/0	u/1 n/1 i/0 f/1 o/0 r/0 M/1 i/1 t/1 y/0	0	0	0	1	1
321	grantee	g/1 r/0 a/0 n/0 t/0 e/1 e/0	g/1 r/0 a/0 n/0 T/1 E/0 e/0	1	0	0	0	1
322	fabric	f/1 a/0 b/0 r/1 i/0 c/0	f/1 a/0 B/1 R/0 i/0 c/0	1	0	0	0	1
323	kitsch	k/1 i/0 t/0 s/0 c/0 h/0	k/1 i/0 t/0 S/1 c/0 h/0	0	0	0	1	1
324	plante	p/1 l/0 a/0 n/0 t/0 e/1 r/0	p/1 l/0 a/0 n/0 T/1 E/0 r/0	1	0	0	0	1
325	ecorum	/1 e/0 c/1 o/0 r/1 u/0 m/0	/1 e/0 C/0 O/1 r/1 u/0 m/0	0	1	0	0	1
326	variety	v/1 a/0 r/1 i/0 e/1 t/1 y/0	v/1 a/0 R/0 I/1 e/1 t/1 y/0	0	1	0	0	1
327	midget	m/1 i/0 d/0 g/0 e/1 t/0	m/1 i/0 d/0 G/1 E/0 t/0	1	0	0	0	1
328	turntable	t/1 u/0 r/0 n/0 t/1 a/0 b/1 l/0 e/0	t/1 u/0 r/0 n/0 T/0 A/1 b/1 l/0 e/0	0	1	0	0	1
329	charitable	c/1 h/0 a/0 r/0 i/1 t/1 a/0 b/1 l/0 e/0	c/1 h/0 a/0 r/0 i/1 t/1 A/1 b/1 l/0 e/0	0	0	0	1	1
330	studying	s/1 t/0 u/0 d/0 y/1 i/1 n/0 g/0	s/1 t/0 u/0 d/0 Y/0 i/1 n/0 g/0	0	1	0	0	1
331	campe	c/1 a/0 m/0 p/0 e/1 r/0	c/1 a/0 m/0 P/1 E/0 r/0	1	0	0	0	1
332	foothill	f/1 o/0 o/0 t/0 h/1 i/0 l/0 l/0	f/1 o/0 o/0 t/0 H/0 I/1 l/0 l/0	0	1	0	0	1
333	gooey	g/1 o/0 o/0 e/1 y/0	g/1 o/0 o/0 E/0 Y/1	0	1	0	0	1
334	aske	a/1 s/1 k/0 e/0 w/0	a/1 S/0 K/1 e/0 w/0	1	0	0	0	1
335	maraude	m/1 a/0 r/1 a/0 u/0 d/0 e/1 r/0	m/1 a/0 R/0 A/1 u/0 D/1 e/1 r/0	0	1	0	1	2
336	monike	m/1 o/0 n/0 i/1 k/1 e/0 r/0	m/1 o/0 N/1 I/0 K/0 E/1 r/0	1	1	0	0	2
337	age	a/1 g/1 e/0 d/0	a/1 G/0 e/0 d/0	1	0	0	0	1
338	arche	a/1 r/0 c/0 h/0 e/1 r/0	a/1 r/0 C/1 h/0 E/0 r/0	0	0	1	0	1
339	ave	a/1 v/1 e/0 r/0	a/1 V/0 E/1 r/0	1	0	0	0	1
340	carte	c/1 a/0 r/0 t/0 e/1 r/0	c/1 a/0 r/0 T/1 E/0 r/0	1	0	0	0	1
341	nineteen	n/1 i/0 n/0 e/0 t/1 e/0 e/0 n/0	n/1 i/0 n/0 E/1 t/1 e/0 e/0 n/0	0	0	0	1	1
342	lily	/1 i/0 l/0 y/1	l/1 i/0 L/1 Y/0	1	0	0	0	1